StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Demographic_Q1,Demographic_Q2,Demographic_Q3,Demographic_Q4,Demographic_Q5,Demographic_Q6,WHO_Q1,WHO_Q2,WHO_Q3,WHO_Q4,WHO_Q5,PEB_Q1,PEB_Q2,PEB_Q3,PEB_Q4,PEB_Q5,PEB_Q6,PEB_Q7,PEB_Q8,PEB_Q9,PEB_Q10,PEB_Q11,PEB_Q12,PEB_Q13,NR_Q1,NR_Q2,NR_Q3,NR_Q4,NR_Q5,NR_Q6,NR_Q7,NR_Q8,NR_Q9,NR_Q10,NR_Q11,NR_Q12,NR_Q13,NR_Q14,NR_Q15,NR_Q16,NR_Q17,NR_Q18,NR_Q19,NR_Q20,NR_Q21
14/12/2023 08:05,14/12/2023 08:18,100,783,TRUE,14/12/2023 08:18,R_3BQ8iguSgdtuPHb,20,Man,Rural area,Student,2,Over 6 hours,More than half of the time,More than half of the time,Most of the time,Less than half of the time,More than half of the time,Occasionally,Never,Occasionally,Never,Occasionally,Never,Rarely,Occasionally,Never,Rarely,Very often,Often,Rarely,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree a little
14/12/2023 09:06,14/12/2023 11:00,100,6871,TRUE,14/12/2023 11:00,R_2veTBYnDuzSVgBj,49,Woman,Rural area,Employed,3,Over 6 hours,Most of the time,Most of the time,Most of the time,More than half of the time,Most of the time,Occasionally,Occasionally,Very often,Very often,Very often,Often,Often,Very often,Often,Often,Very often,Very often,Very often,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree strongly
14/12/2023 14:31,14/12/2023 14:36,100,316,TRUE,14/12/2023 14:36,R_2CZXqdfydY7ZsL0,26,Man,Large city,Student,7,4 hours,More than half of the time,Some of the time,More than half of the time,Some of the time,More than half of the time,Never,Never,Occasionally,Occasionally,Occasionally,Rarely,Often,Very often,Never,Often,Very often,Very often,Often,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree strongly,Agree a little
14/12/2023 15:08,14/12/2023 15:18,100,618,TRUE,14/12/2023 15:18,R_3P80lsPzEErD3s4,57,Woman,Suburb near a large city,Employed,7,4 hours,More than half of the time,Most of the time,More than half of the time,Most of the time,Most of the time,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Very often,Often,Often,Agree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree
14/12/2023 15:18,14/12/2023 15:26,100,430,TRUE,14/12/2023 15:26,R_8v02IiJqyTaXq1B,50,Woman,Suburb near a large city,Other,5,5 hours,More than half of the time,More than half of the time,Some of the time,At no time,Some of the time,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Very often,Never,Never,Very often,Very often,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly
14/12/2023 15:43,14/12/2023 15:50,100,404,TRUE,14/12/2023 15:50,R_338O61Ye9jTkV5v,41,Woman,Suburb near a large city,Employed,3,Over 6 hours,Most of the time,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,Never,Never,Occasionally,Occasionally,Occasionally,Often,Occasionally,Very often,Never,Rarely,Very often,Very often,Very often,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little
14/12/2023 15:12,14/12/2023 16:04,100,3137,TRUE,14/12/2023 16:04,R_31RbTYJMJPEDw7I,41,Man,Large city,Student,2,Over 6 hours,Most of the time,More than half of the time,All the time,More than half of the time,Most of the time,Never,Never,Occasionally,Never,Often,Very often,Often,Never,Never,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little
14/12/2023 17:15,14/12/2023 17:26,100,694,TRUE,14/12/2023 17:26,R_2cYBOrRzfORr2Pv,22,Woman,Suburb near a large city,Student,,30 minutes - 1 hour,Less than half of the time,More than half of the time,Less than half of the time,Most of the time,Less than half of the time,Often,Never,Very often,Rarely,Very often,Rarely,Very often,Very often,Very often,Often,Very often,Very often,Very often,Neither agree nor disagree,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree
14/12/2023 17:13,14/12/2023 17:55,100,2512,TRUE,14/12/2023 17:55,R_3BOWywYK2UFQQQ0,65 and over,Woman,Rural area,Retired,4,Over 6 hours,Most of the time,Most of the time,More than half of the time,More than half of the time,Most of the time,Occasionally,Occasionally,Very often,Occasionally,Often,Often,Very often,Very often,Occasionally,Very often,Very often,Very often,Very often,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly
14/12/2023 19:17,14/12/2023 19:26,100,528,TRUE,14/12/2023 19:26,R_2S76bJvjmPRtuIj,35,Woman,Small city or town,Employed,2,Over 6 hours,More than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,Most of the time,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Often,Never,Never,Very often,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree a little
14/12/2023 21:16,14/12/2023 21:23,100,389,TRUE,14/12/2023 21:23,R_2h9E0ddzJhMPYHj,35,Woman,Large city,Employed,3,4 hours,More than half of the time,More than half of the time,More than half of the time,Some of the time,Most of the time,Never,Never,Often,Never,Often,Occasionally,Occasionally,Occasionally,Never,Never,Very often,Often,Very often,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
15/12/2023 01:00,15/12/2023 01:06,100,340,TRUE,15/12/2023 01:06,R_2iakbpU7gXSm9Z6,61,Woman,Small city or town,Carer,2,Over 6 hours,Most of the time,More than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,Very often,Very often,Very often,Occasionally,Often,Occasionally,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly
15/12/2023 01:38,15/12/2023 01:51,100,773,TRUE,15/12/2023 01:51,R_7Pvna18HoK4cdQl,42,Man,Small city or town,Employed,2,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,At no time,Some of the time,Never,Never,Occasionally,Never,Occasionally,Occasionally,Rarely,Often,Never,Never,Very often,Often,Occasionally,Disagree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree
15/12/2023 04:02,15/12/2023 04:10,100,447,TRUE,15/12/2023 04:10,R_40oHWTHKMFgq59L,19,Woman,Large city,Student,2,Over 6 hours,Less than half of the time,Most of the time,Less than half of the time,Less than half of the time,More than half of the time,Rarely,Rarely,Never,Never,Never,Never,Occasionally,Never,Never,Never,Often,Often,Very often,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Neither agree nor disagree
15/12/2023 05:46,15/12/2023 06:04,100,1071,TRUE,15/12/2023 06:04,R_4lVUh6tf7RlFX1f,48,Prefer not to say,Suburb near a large city,Employed,6,Over 6 hours,Most of the time,Most of the time,More than half of the time,Most of the time,Most of the time,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
15/12/2023 08:57,15/12/2023 09:01,100,262,TRUE,15/12/2023 09:01,R_4V8w0TlGWtRd4Up,37,Woman,Rural area,Employed,4,Over 6 hours,Most of the time,Most of the time,All the time,Most of the time,All the time,Occasionally,Never,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Very often,Rarely,Rarely,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree a little
15/12/2023 10:44,15/12/2023 10:55,100,664,TRUE,15/12/2023 10:55,R_6u5wNCPtpOP7p2F,48,Woman,Large city,Self-employed,4,5 hours,Most of the time,Most of the time,More than half of the time,Most of the time,Most of the time,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very often,Often,Often,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,Disagree a little,Agree a little,Disagree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree a little
15/12/2023 11:05,15/12/2023 11:10,100,332,TRUE,15/12/2023 11:10,R_1CQsYKD8jdiYrlM,26,Woman,Suburb near a large city,Employed,2,4 hours,More than half of the time,Most of the time,More than half of the time,Less than half of the time,Less than half of the time,Occasionally,Occasionally,Often,Often,Often,Very often,Occasionally,Very often,Often,Very often,Very often,Often,Occasionally,Agree a little,Disagree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree
15/12/2023 12:02,15/12/2023 12:17,100,906,TRUE,15/12/2023 12:17,R_1qwnAUYaJgAtxAB,31,Woman,Large city,Student,2,4 hours,More than half of the time,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Rarely,Never,Never,Never,Rarely,Occasionally,Often,Never,Often,Occasionally,Often,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Disagree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree a little
16/12/2023 00:12,16/12/2023 00:26,100,884,TRUE,16/12/2023 00:26,R_6EnLvdrPB5VuO41,38,Man,Large city,Self-employed,3,Over 6 hours,Some of the time,Less than half of the time,Most of the time,More than half of the time,More than half of the time,Often,Occasionally,Rarely,Rarely,Rarely,Rarely,Very often,Very often,Very often,Rarely,Very often,Very often,Very often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly
14/12/2023 20:17,16/12/2023 13:17,100,147592,TRUE,16/12/2023 13:17,R_7s0ljP214QvtjlI,42,Woman,Suburb near a large city,Employed,2,4 hours,Most of the time,Most of the time,Some of the time,More than half of the time,Most of the time,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Very often,Occasionally,Occasionally,Disagree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Agree a little
18/12/2023 00:49,18/12/2023 00:58,100,595,TRUE,18/12/2023 00:58,R_6ARw7c6CTYHGeMe,23,Man,Large city,Student,4,5 hours,Some of the time,Less than half of the time,Most of the time,At no time,More than half of the time,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very often,Occasionally,Never,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Agree strongly,Disagree strongly,Disagree a little
11/12/2023 15:37,11/12/2023 15:44,94,408,FALSE,18/12/2023 15:44,R_yKGm31mJ25LzEf7,45,Woman,Rural area,Employed,0,4 hours,Less than half of the time,Some of the time,Some of the time,Some of the time,Some of the time,Rarely,Never,Very often,Rarely,Very often,Rarely,Very often,Very often,Never,Occasionally,Very often,Very often,Very often,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree strongly,Disagree a little,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little
11/12/2023 15:54,11/12/2023 15:58,94,192,FALSE,18/12/2023 15:58,R_1g5cvoPBTT4TBXi,29,Woman,Small city or town,Employed,2,Over 6 hours,Most of the time,Most of the time,Most of the time,More than half of the time,More than half of the time,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Often,Very often,Very often,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree strongly,Agree strongly
11/12/2023 16:14,11/12/2023 16:22,94,515,FALSE,18/12/2023 16:22,R_3PZxchWOiyLbemy,33,Woman,Large city,Employed,,Over 6 hours,Some of the time,Some of the time,Some of the time,At no time,Some of the time,Occasionally,Never,Often,Never,Often,Often,Occasionally,Occasionally,Often,Occasionally,Very often,Very often,Very often,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little
11/12/2023 17:38,11/12/2023 17:44,94,340,FALSE,18/12/2023 17:44,R_3kv1zUMpjkoexkf,34,Woman,Large city,Employed,2,Over 6 hours,More than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,Most of the time,Rarely,Never,Occasionally,Rarely,Often,Rarely,Occasionally,Often,Never,Rarely,Very often,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11/12/2023 17:01,11/12/2023 17:38,94,2235,FALSE,18/12/2023 17:46,R_T0HHDo95PhVgftf,37,Man,Small city or town,Self-employed,0,3 hours,More than half of the time,At no time,Some of the time,Some of the time,Some of the time,Rarely,Rarely,Occasionally,Never,Often,Occasionally,Often,Often,Never,Never,Very often,Occasionally,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Disagree strongly,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little
11/12/2023 20:15,11/12/2023 20:19,94,215,FALSE,18/12/2023 20:19,R_2oEiA1EfRPasMrn,61,Woman,Rural area,Employed,1,Over 6 hours,Most of the time,Most of the time,Some of the time,Some of the time,All the time,Often,Often,Often,Occasionally,Often,Rarely,Very often,Very often,Often,Occasionally,Very often,Often,Often,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly
11/12/2023 20:26,11/12/2023 20:35,94,558,FALSE,18/12/2023 20:36,R_3lzsjSy3ORl4ZpK,55,Woman,Rural area,Retired,1,Over 6 hours,Most of the time,Some of the time,More than half of the time,Most of the time,Most of the time,Occasionally,Never,Occasionally,Never,Occasionally,Rarely,Occasionally,Occasionally,Never,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little
11/12/2023 20:33,11/12/2023 20:39,94,347,FALSE,18/12/2023 20:39,R_1nVCibRnEzIXzzc,44,Man,Rural area,Off-gridder,,Over 6 hours,Less than half of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Never,Never,Never,Never,Occasionally,Never,Very often,Very often,Never,Occasionally,Very often,Very often,Very often,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little
11/12/2023 20:33,11/12/2023 20:42,94,538,FALSE,18/12/2023 20:43,R_21BUM3rykryzIlM,38,Man,Suburb near a large city,Employed,3,2 hours,Most of the time,Most of the time,Some of the time,Less than half of the time,Most of the time,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Never,Never,Very often,Often,Occasionally,Disagree strongly,Disagree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree a little
11/12/2023 21:01,11/12/2023 21:06,94,289,FALSE,18/12/2023 21:06,R_28LESE3HGYzjnq8,42,Woman,Rural area,Self-employed,1,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,At no time,All the time,Occasionally,Rarely,Very often,Occasionally,Very often,Rarely,Very often,Very often,Rarely,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
11/12/2023 21:14,11/12/2023 21:19,94,303,FALSE,18/12/2023 21:19,R_4HNJpWOD6EfVAIx,48,Woman,Small city or town,Self-employed,1,Over 6 hours,Most of the time,Most of the time,Most of the time,Less than half of the time,All the time,Often,Rarely,Rarely,Rarely,Occasionally,Occasionally,Very often,Very often,Very often,Rarely,Very often,Very often,Very often,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly
11/12/2023 21:40,11/12/2023 21:49,94,493,FALSE,18/12/2023 21:49,R_1E0qTtyEAKZv8aZ,58,Woman,Rural area,Carer,1,Over 6 hours,Some of the time,Some of the time,More than half of the time,Less than half of the time,Less than half of the time,Never,Never,Occasionally,Occasionally,Often,Never,Often,Very often,Never,Rarely,Very often,Often,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree a little
11/12/2023 22:01,11/12/2023 22:14,94,797,FALSE,18/12/2023 22:14,R_27WmVBqtL269Jvv,45,Woman,Rural area,Other,0,Over 6 hours,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Very often,Never,Occasionally,Occasionally,,Occasionally,Very often,Very often,,Never,Very often,Very often,Very often,Agree strongly,,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,,Agree strongly
12/12/2023 00:02,12/12/2023 00:06,94,258,FALSE,19/12/2023 00:06,R_2VgpS4JVhyMCQ5M,52,Woman,Rural area,Employed,0,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Very often,Very often,Often,Never,Occasionally,Rarely,Very often,Very often,Very often,Occasionally,Very often,Very often,Occasionally,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly
12/12/2023 13:35,12/12/2023 13:40,94,311,FALSE,19/12/2023 13:40,R_1pWoTd2GJkWYH5Q,50,Man,Small city or town,Employed,3,30 minutes - 1 hour,Less than half of the time,More than half of the time,Less than half of the time,Some of the time,More than half of the time,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Very often,Never,Never,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree
12/12/2023 14:44,12/12/2023 14:49,94,308,FALSE,19/12/2023 14:49,R_1ZXiXu0SwE7jVMB,49,Woman,Rural area,Employed,,Over 6 hours,Most of the time,More than half of the time,More than half of the time,Less than half of the time,Most of the time,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Very often,Occasionally,Rarely,Often,Very often,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly
12/12/2023 17:02,12/12/2023 17:07,94,313,FALSE,19/12/2023 17:07,R_301y4N80of4c73Y,59,Man,Rural area,Off-gridder,1,Over 6 hours,Most of the time,Most of the time,Most of the time,Most of the time,Less than half of the time,Occasionally,Rarely,Occasionally,Rarely,Often,Occasionally,Occasionally,Very often,Rarely,Occasionally,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
12/12/2023 17:06,12/12/2023 17:11,94,328,FALSE,19/12/2023 17:11,R_27xr3mx39rxb507,65 and over,Woman,Small city or town,Retired,1,Over 6 hours,More than half of the time,More than half of the time,Less than half of the time,Less than half of the time,More than half of the time,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Often,Often,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree strongly
12/12/2023 11:33,12/12/2023 17:33,94,21593,FALSE,19/12/2023 17:33,R_278U3JtUU2J8c65,26,Woman,Large city,Student,3,5 hours,Some of the time,At no time,Some of the time,At no time,More than half of the time,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Never,Never,Never,Often,Often,Often,,,,,,,,,,,,,,,,,,,,,
12/12/2023 17:50,12/12/2023 18:12,94,1287,FALSE,19/12/2023 18:12,R_39TlWTpQJIuGRKV,39,Woman,Large city,Self-employed,1,4 hours,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,More than half of the time,Rarely,Never,Occasionally,Occasionally,Very often,Rarely,Often,Occasionally,Never,Never,Very often,Very often,Very often,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Agree a little
